
Gene.name,Chromosome,Start,end
SMAP2,1,40344850,40423326
ZFP69B,1,40450102,40463718
ZFP69,1,40477215,40496343
RP11-656D10.3,1,40493157,40508661
EXO5,1,40508741,40516556
RP11-656D10.5,1,40514461,40515057
RP11-656D10.6,1,40515754,40517174
ZNF684,1,40531561,40548169
RIMS3,1,40620679,40665657
RP4-739H11.3,1,40669089,40687588
NFYC-AS1,1,40690380,40692066
NFYC,1,40691570,40771603
KCNQ4,1,40784012,40840452
CITED4,1,40861051,40862366
RP5-1066H13.4,1,40863914,40876670
CTPS1,1,40979335,41012565
SLFNL1-AS1,1,41014590,41043890
SLFNL1,1,41015597,41023237
SCMH1,1,41027200,41242154
RP11-399E6.1,1,41242373,41284861
FOXO6,1,41361922,41383590
RP11-399E6.4,1,41375004,41375669
EDN2,1,41478775,41484673
HIVEP3,1,41506365,42035925
RP11-486B10.3,1,41535443,41535868
GUCA2B,1,42153421,42155824
GUCA2A,1,42162691,42164718
FOXJ3,1,42176539,42335877
RIMKLA,1,42380795,42422578
ZMYND12,1,42430329,42456267
PPCS,1,42456117,42473385
CCDC30,1,42463330,42654664
PPIH,1,42658425,42676758
RP5-994D16.3,1,42678735,42681659
YBX1,1,42682427,42702349
CLDN19,1,42733093,42740254
P3H1,1,42746335,42767084
C1orf50,1,42767269,42794493
RP5-994D16.9,1,42775813,42776790
RP5-994D16.11,1,42787990,42798230
SVBP,1,42807052,42817252
ERMAP,1,42817124,42844989
RP11-342M1.3,1,42834681,42846422
ZNF691,1,42846573,42852477
SLC2A1,1,42925375,42959173
SLC2A1-AS1,1,42959049,42983358
FAM183A,1,43145153,43156396
EBNA1BP2,1,43164175,43270936
CFAP57,1,43172149,43254358
TMEM125,1,43269994,43274002
C1orf210,1,43281883,43285617
TIE1,1,43300993,43323108
MPL,1,43337807,43352772
RP1-92O14.3,1,43354684,43358658
CDC20,1,43358955,43363203
ELOVL1,1,43363397,43368074
MED8,1,43383917,43389808
RP1-92O14.6,1,43385113,43389155
SZT2,1,43389882,43452650
SZT2-AS1,1,43447776,43448644
HYI,1,43451003,43453989
HYI-AS1,1,43453927,43456995
PTPRF,1,43525187,43623666
KDM4A,1,43650158,43705515
KDM4A-AS1,1,43699765,43708138
ST3GAL3,1,43705824,43931165
RP11-184I16.4,1,43709392,43727343
ARTN,1,43933320,43937241
RP11-7O11.3,1,43944370,43946551
IPO13,1,43946939,43968022
DPH2,1,43970000,43973369
ATP6V0B,1,43974487,43978295
B4GALT2,1,43978943,43991170
CCDC24,1,43991359,43996528
SLC6A9,1,43991500,44031467
RP5-1198O20.4,1,44030443,44115913
KLF17,1,44118850,44135140
KLF18,1,44137821,44141631
DMAP1,1,44213455,44220681
ERI3,1,44221070,44355260
RNF220,1,44405194,44651724
TMEM53,1,44635238,44674555
C1orf228,1,44674692,44725591
KIF2C,1,44739818,44767767
RP11-269F19.2,1,44759037,44775810
RPS8,1,44775251,44778779
BEST4,1,44783585,44787705
PLK3,1,44800225,44805990
TCTEX1D4,1,44805913,44806675
BTBD19,1,44808482,44815585
PTCH2,1,44819844,44843063
EIF2B3,1,44850522,44986722
HECTD3,1,45002540,45011329
UROD,1,45012147,45015575
ZSWIM5,1,45016399,45306209
LINC01144,1,45303910,45305619
HPDL,1,45326905,45328533
MUTYH,1,45329163,45340470
TOE1,1,45339670,45343975
TESK2,1,45343883,45491166
CCDC163P,1,45493866,45500079
MMACHC,1,45500053,45513382
PRDX1,1,45511036,45523047
AKR1A1,1,45550543,45570049
NASP,1,45583846,45618904
CCDC17,1,45620044,45624057
GPBP1L1,1,45627304,45688113
TMEM69,1,45687214,45694443
IPP,1,45694324,45750650
MAST2,1,45786987,46036124
PIK3R3,1,46040140,46176488
RP4-533D7.4,1,46046818,46048368
RP4-533D7.5,1,46134531,46139081
TSPAN1,1,46175073,46185958
RP11-322N21.2,1,46175486,46176478
POMGNT1,1,46188682,46220305
LURAP1,1,46203334,46221261
RAD54L,1,46247688,46278473
LRRC41,1,46261196,46303608
UQCRH,1,46303631,46316776
NSUN4,1,46340177,46365152
FAAH,1,46394265,46413848
DMBX1,1,46506996,46514226
RP11-49P4.7,1,46532166,46533614
MKNK1-AS1,1,46538696,46570255
KNCN,1,46545644,46551527
MKNK1,1,46557408,46616843
MOB3C,1,46607715,46616891
ATPAF1,1,46632737,46673867
TEX38,1,46668855,46673594
EFCAB14-AS1,1,46674036,46692098
EFCAB14,1,46675159,46719064
CYP4B1,1,46757838,46819413
CYP4A11,1,46929177,46941484
CYP4X1,1,47023568,47050751
CYP4Z1,1,47067488,47118319
CYP4A22-AS1,1,47096653,47179271
CYP4A22,1,47137435,47149741
LINC00853,1,47179250,47180339
PDZK1IP1,1,47183593,47191044
TAL1,1,47216290,47232220
RP1-18D14.7,1,47225797,47230750
STIL,1,47250139,47314147
CMPK1,1,47333797,47378839
LINC01389,1,47380928,47408477
FOXE3,1,47416072,47418052
FOXD2-AS1,1,47432133,47434641
FOXD2,1,47436017,47440691
RP11-543D5.1,1,47688463,47703383
TRABD2B,1,47760528,47996895
RP11-543D5.2,1,47761132,47765547
RP11-330M19.1,1,47818066,47820237
RP4-683M8.2,1,48050659,48091736
RP11-193P11.3,1,48078787,48082196
AL356289.1,1,48102068,48104707
RP5-1024N4.2,1,48172972,48206857
SLC5A9,1,48222685,48248644
RP5-1024N4.4,1,48227888,48229561
SPATA6,1,48295372,48472208
AGBL4,1,48532855,50023913
BEND5,1,48727523,48776969
RP11-141A19.1,1,49048316,49187585
RP11-141A19.2,1,49257411,49269285
ELAVL4,1,50048014,50203786
RP11-567C20.2,1,50174306,50175868
RP11-567C20.3,1,50206084,50223127
DMRTA2,1,50417550,50423500
FAF1,1,50437028,50960263
RP5-850O15.3,1,50461469,50471150
CDKN2C,1,50960745,50974633
C1orf185,1,51102234,51148086
LINC01562,1,51195095,51235096
RNF11,1,51236271,51273455
RP11-296A18.6,1,51264916,51266074
TTC39A,1,51287258,51345116
TTC39A-AS1,1,51329654,51335324
EPS15,1,51354263,51519328
RP11-253A20.1,1,51461721,51463416
RP11-191G24.1,1,51518309,51561629
OSBPL9,1,51577179,51798427
NRDC,1,51789191,51878937
RP4-657D16.3,1,51793934,51799154
RP4-657D16.6,1,51801028,51801307
RAB3B,1,51907956,51990764
TXNDC12,1,52020131,52056171
KTI12,1,52032103,52033816
RP11-91A18.4,1,52033391,52044279
TXNDC12-AS1,1,52050918,52052683
BTF3L4,1,52056125,52090716
ZFYVE9,1,52142094,52346686
CC2D1B,1,52345723,52366193
RP11-155O18.6,1,52353487,52353877
ORC1,1,52372829,52404459
PRPF38A,1,52404564,52420839
ZCCHC11,1,52408282,52553487
RP11-25O10.2,1,52554818,52555273
GPX7,1,52602372,52609051
FAM159A,1,52633344,52669683
COA7,1,52684451,52698366
ZYG11B,1,52726467,52827342
ZYG11A,1,52842511,52894998
RP4-631H13.2,1,52881216,52881730
ECHDC2,1,52895910,52927212
SCP2,1,52927229,53051703
AL445183.1,1,53053624,53054949
PODN,1,53062052,53085502
RP11-334A14.5,1,53069938,53085502
SLC1A7,1,53087179,53142632
RP11-334A14.8,1,53114576,53118609
CPT2,1,53196429,53214197
RP5-1024G6.2,1,53209783,53213775
C1orf123,1,53214099,53220617
RP5-1024G6.7,1,53220663,53224253
MAGOH,1,53226892,53238610
RP5-1024G6.5,1,53238610,53242783
LRP8,1,53242364,53328070
RP4-784A16.1,1,53267935,53268601
RP4-784A16.2,1,53288024,53289706
RP4-784A16.4,1,53304536,53307462
RP4-784A16.5,1,53328233,53336509
RP11-117D22.1,1,53348488,53349233
RP11-117D22.2,1,53366668,53368245
DMRTB1,1,53459399,53467488
GLIS1,1,53506237,53738106
NDC1,1,53765460,53838860
YIPF1,1,53851719,53889834
DIO1,1,53891239,53911086
HSPB11,1,53916574,53945929
LRRC42,1,53946077,53968168
LDLRAD1,1,54007299,54018186
TMEM59,1,54026681,54053504
TCEANC2,1,54053587,54112519
CDCP2,1,54133074,54153770
RP11-446E24.4,1,54141224,54200073
CYB5RL,1,54172336,54200036
MRPL37,1,54184041,54225464
SSBP3,1,54225432,54413479
SSBP3-AS1,1,54236440,54239063
RP5-997D24.3,1,54285405,54287371
RP4-705F19.1,1,54416256,54420860
RP5-866L20.1,1,54516412,54517259
ACOT11,1,54542257,54639192
FAM151A,1,54609182,54623556
MROH7,1,54641754,54710266
MROH7-TTC4,1,54641786,54742308
TTC4,1,54715822,54742657
PARS2,1,54756898,54764514
TTC22,1,54779712,54801267
RP11-67L3.2,1,54792885,54794905
LEXM,1,54806063,54842252
DHCR24,1,54849633,54887218
RP11-67L3.5,1,54886875,54888001
RP11-67L3.4,1,54887563,54888850
TMEM61,1,54980792,54992293
RP11-12C17.2,1,54980950,54992274
BSND,1,54998933,55010883
PCSK9,1,55039548,55064852
USP24,1,55066359,55215113
RP11-101C11.1,1,55217861,55234177
RP11-90C4.1,1,55581037,55868248
RP11-90C4.2,1,55915607,55944974
RP11-90C4.3,1,55945087,55950119
RP1-158P9.1,1,56145721,56155224
RP11-504A18.1,1,56248294,56258571
RP4-710M16.2,1,56414963,56415966
PLPP3,1,56494747,56645301
PRKAA2,1,56645322,56715335
C1orf168,1,56718804,56819696
RP11-378I13.1,1,56823679,56826920
C8A,1,56854806,56918221
C8B,1,56929210,56966140
RP5-1103B4.3,1,56963886,56996757
DAB1,1,56994778,58546734
RP6-102O10.1,1,57386576,57387450
DAB1-AS1,1,57860532,57880905
RP11-393I23.4,1,58060139,58080274
OMA1,1,58415384,58546802
TACSTD2,1,58575423,58577773
MYSM1,1,58654739,58700092
JUN,1,58780788,58784327
LINC01135,1,58785160,58899594
RP11-63G10.3,1,58812808,58813342
RP11-63G10.2,1,58838448,58851254
RP4-794H19.1,1,58882868,58903747
LINC01358,1,58933643,59240555
RP11-145M4.1,1,59054397,59056049
RP11-145M4.2,1,59055999,59078116
RP11-467C18.1,1,59289303,59289640
FGGY,1,59296638,59810647
RP4-782L23.2,1,59754747,59789182
HOOK1,1,59814786,59876378
CYP2J2,1,59893308,59926790
C1orf87,1,59987269,60073770
RP11-575B7.3,1,60114875,60149679
RP11-776H12.1,1,60515716,60640491
RP11-436K8.1,1,60659631,60867998
NFIA,1,60865259,61462793
NFIA-AS2,1,60940239,60970776
TM2D1,1,61681046,61725423
RP11-430G17.3,1,61741998,61742424
INADL,1,61742477,62178675
L1TD1,1,62194831,62212328
KANK4,1,62236979,62319414
USP1,1,62436297,62451804
DOCK7,1,62454726,62688368
ANGPTL3,1,62597487,62606159
RP11-230B22.1,1,62688482,62710694
ATG4C,1,62784135,62865513
RP4-771M4.3,1,62896009,62901639
RP11-5P4.1,1,63000497,63012471
RP11-5P4.2,1,63024207,63025658
RP11-5P4.3,1,63078081,63079031
RP11-335E6.2,1,63139250,63163153
RP11-335E6.3,1,63249920,63251771
FOXD3-AS1,1,63320884,63324441
FOXD3,1,63323041,63325126
ALG6,1,63367590,63438562
ITGB3BP,1,63440770,63593721
EFCAB7,1,63523372,63572693
PGM1,1,63593276,63660245
ROR1,1,63774022,64181498
ROR1-AS1,1,64094442,64171297
UBE2U,1,64203627,64267368
CACHD1,1,64470792,64693058
RAVER2,1,64745095,64833232
JAK1,1,64833229,64966504
RP4-535B20.4,1,65003470,65004087
RP4-535B20.1,1,65066627,65067737
AK4,1,65147549,65232145
DNAJC6,1,65248219,65415869
RP5-1044H5.1,1,65279456,65306521
LEPROT,1,65420587,65436007
LEPR,1,65420652,65641559
PDE4B,1,65792514,66374579
RP11-397C12.1,1,66042500,66050718
SGIP1,1,66533383,66748299
RP4-598P13.1,1,66665864,66677027
TCTEX1D1,1,66752459,66778787
INSL5,1,66797741,66801256
WDR78,1,66812885,66924887
RP11-342H21.2,1,66826942,66828558
MIER1,1,66924895,66988619
SLC35D1,1,66999332,67054099
C1orf141,1,67092165,67231853
IL23R,1,67166400,67259979
IL12RB2,1,67307364,67396900
SERBP1,1,67407810,67430415
RP11-393N21.2,1,67522347,67532612
GADD45A,1,67685061,67688338
GNG12,1,67701466,67833467
GNG12-AS1,1,67832303,68202987
DIRAS3,1,68045962,68051631
WLS,1,68098473,68233120
RPE65,1,68428822,68449959
DEPDC1,1,68474152,68497221
RP4-694A7.2,1,68479129,68483539
DEPDC1-AS1,1,68496676,68538627
RP11-424D14.1,1,69055898,69185003
RP11-74K19.1,1,69243372,69249423
RP3-380B4.1,1,69433255,69435409
LRRC7,1,69568398,70151945
RP11-181B18.1,1,70013982,70031222
LRRC40,1,70144805,70205620
SRSF11,1,70205682,70253052
RP4-677H15.4,1,70218589,70221023
ANKRD13C,1,70260588,70354734
HHLA3,1,70354805,70385339
RP11-180O5.2,1,70359562,70360437
AL158839.1,1,70363780,70366135
CTH,1,70411218,70439851
RP11-42O15.3,1,70445071,70445536
RP5-952N6.1,1,70706453,70786468
RP11-99H8.1,1,70715933,70720289
PTGER3,1,70852353,71047808
RP3-333A15.1,1,70947379,70951493
ZRANB2-AS1,1,71048855,71067184
ZRANB2,1,71063291,71081297
NEGR1,1,71395940,72282734
RP11-82L20.1,1,71570956,71573558
RP4-660H19.1,1,72748921,72899140
RP11-262K1.1,1,72765031,72791282
LINC01360,1,73306170,73355253
RP4-788P17.1,1,73635216,73715214
LRRIQ3,1,74026015,74198187
FPGT,1,74198212,74234086
FPGT-TNNI3K,1,74198235,74543982
TNNI3K,1,74235401,74544428
RP11-439H8.4,1,74341579,74378802
RP4-650F12.2,1,74468195,74469543
LRRC53,1,74469878,74512614
ERICH3,1,74568111,74673738
ERICH3-AS1,1,74577430,74626098
RP11-17E13.2,1,74698769,74699333
CRYZ,1,74705482,74733408
TYW3,1,74733152,74766678
RP11-93N20.1,1,74963314,74965118
RP11-510C10.4,1,75122518,75123927
RP11-510C10.2,1,75127830,75133058
LHX8,1,75128434,75161533
RP11-510C10.3,1,75129974,75132576
SLC44A5,1,75202131,75611116
RP4-682C21.5,1,75710003,75724011
ACADM,1,75724347,75787575
RABGGTB,1,75786197,75795079
MSH4,1,75796882,75913238
ASB17,1,75918873,75932431
RP11-550H2.1,1,75932479,76019356
RP11-550H2.2,1,76041691,76066228
ST6GALNAC3,1,76074719,76634601
RP5-1102E8.3,1,76636877,76637339
RP11-415A20.1,1,76758124,76779267
ST6GALNAC5,1,76867441,77065711
RP4-564M11.2,1,77067920,77078482
PIGK,1,77088990,77219430
AK5,1,77282051,77559969
RP11-375A5.1,1,77346046,77349585
ZZZ3,1,77562416,77683419
USP33,1,77695987,77759852
FAM73A,1,77779624,77879539
NEXN-AS1,1,77881348,77889539
NEXN,1,77888513,77943895
FUBP1,1,77944055,77979110
DNAJB4,1,77979175,78017964
GIPC2,1,77979542,78138449
RP11-386I14.4,1,78004346,78004554
PTGFR,1,78303884,78539749
IFI44L,1,78619922,78646145
IFI44,1,78649796,78664078
ADGRL4,1,78889764,79006718
RP4-726F1.1,1,79323769,79324863
RP4-726F1.2,1,79323769,79324852
RP11-339A11.2,1,80114943,80116918
RP11-339D23.1,1,80373364,80374621
RP5-933B4.1,1,80534978,80584363
RP5-887A10.1,1,80535755,80646788
ADGRL2,1,81306160,81992436
RP5-837I24.2,1,81513880,81557702
RP5-837I24.4,1,81585941,81625713
RP11-147G16.1,1,82215220,82261133
LINC01362,1,82903183,83166815
LINC01361,1,82973882,82986208
RP11-413G15.1,1,83445967,83462687
RP11-475O6.1,1,83575776,83861023
RP5-836J3.1,1,83790280,83801465
TTLL7,1,83865028,83999150
RP11-486G15.2,1,84076331,84077931
PRKACB,1,84078062,84238498
SAMD13,1,84298366,84389957
DNASE2B,1,84398532,84415018
RPF1,1,84479259,84497790
GNG5,1,84498325,84506565
CTBS,1,84549606,84574480
LINC01555,1,84628230,84635020
SSX2IP,1,84643707,84690803
LPAR3,1,84811602,84893213
MCOLN2,1,84925583,84997113
WDR63,1,84999147,85133138
MCOLN3,1,85018082,85048499
SYDE2,1,85156873,85201046
C1orf52,1,85249953,85259672
BCL10,1,85266248,85277090
RP11-131L23.1,1,85276715,85448124
DDAH1,1,85318481,85578363
RP11-131L23.2,1,85467295,85467660
RP4-621F18.2,1,85482281,85578250
RP11-290M5.4,1,85578500,85578742
CYR61,1,85580761,85583962
RP11-290M5.2,1,85599131,85600734
ZNHIT6,1,85649423,85708433
COL24A1,1,85729233,86156943
ODF2L,1,86346824,86396342
CLCA2,1,86424086,86456558
CLCA1,1,86468368,86500289
CLCA4,1,86547078,86580754
RP4-651E10.4,1,86571181,86693203
RP4-612B15.3,1,86703502,86704462
SH3GLB1,1,86704570,86748184
HS2ST1,1,86914648,87109998
RP4-604K5.3,1,86932199,86934891
RP5-1052I5.2,1,86993009,87169204
LINC01140,1,87129765,87169198
LMO4,1,87328468,87348923
LINC01364,1,87353524,87371655
RP5-1027O11.1,1,87899909,87905714
PKN2-AS1,1,88537513,88685204
PKN2,1,88684222,88836255
GTF2B,1,88852932,88891944
CCBL2,1,88935773,88992953
RBMXL1,1,88979456,88992960
GBP3,1,89006666,89022894
GBP1,1,89052319,89065360
GBP2,1,89106132,89150456
GBP7,1,89131751,89176040
GBP4,1,89181148,89198932
GBP5,1,89258950,89272804
RP4-620F22.2,1,89260582,89269754
GBP6,1,89364058,89386461
LRRC8B,1,89524836,89597864
FLJ27354,1,89583241,89632894
LRRC8C,1,89633072,89769903
RP11-302M6.4,1,89633140,89933250
RP5-943J3.2,1,89820174,89820868
LRRC8D,1,89821014,89936611
RP11-302M6.5,1,89939601,89940147
ZNF326,1,89995112,90035531
RP5-827O9.1,1,90510910,90533472
BARHL2,1,90711539,90717237
RP4-665J23.1,1,90782983,90851657
RP4-665J23.2,1,90851759,90855253
RP4-665J23.4,1,90860550,90862920
ZNF644,1,90915298,91022272
HFM1,1,91260766,91404869
CDC7,1,91500893,91525764
TGFBR3,1,91680343,91906335
BRDT,1,91949371,92014426
EPHX4,1,92029982,92063536
SETSIP,1,92074533,92075441
BTBD8,1,92080305,92147836
KIAA1107,1,92167052,92184723
RP4-621B10.8,1,92189237,92190707
C1orf146,1,92217940,92245813
GLMN,1,92246402,92298987
RPAP2,1,92298965,92402056
GFI1,1,92474762,92486876
EVI5,1,92508696,92792404
RPL5,1,92832025,92841924
FAM69A,1,92832737,92961522
MTF2,1,93079235,93139081
TMED5,1,93149742,93180728
CCDC18,1,93179919,93278730
DR1,1,93345888,93369498
FNBP1L,1,93448131,93554661
BCAR3,1,93561786,93847150
RP5-1033H22.2,1,93592199,93605573
RP4-561L24.3,1,93847174,93848939
DNTTIP2,1,93866283,93879918
GCLM,1,93885205,93909456
ABCA4,1,93992835,94121132
RP11-78O9.1,1,94145111,94145619
ARHGAP29,1,94148988,94275068
RP11-148B18.1,1,94247866,94334848
RP11-148B18.4,1,94318479,94324569
ABCD3,1,94418455,94518666
F3,1,94529225,94541800
RP11-86H7.6,1,94585556,94592297
SLC44A3,1,94820342,94895246
CNN3,1,94896949,94927278
RP4-639F20.1,1,94927566,94963270
ALG14,1,94974407,95072945
RP11-313A24.1,1,95061596,95067545
TMEM56,1,95117338,95197607
TMEM56-RWDD3,1,95117923,95247225
RP11-57H12.3,1,95163219,95233982
RWDD3,1,95234155,95247225
RP11-57H12.5,1,95243167,95278940
RP4-586O15.1,1,95310928,95318263
RP11-14O19.1,1,95351251,95352254
RP11-14O19.2,1,95356229,95381000
FLJ31662,1,95474737,95479356
RP11-286B14.1,1,95510116,95782342
RP11-286B14.2,1,95743096,95759470
RP11-147C23.1,1,95937901,96022880
RP5-898J17.1,1,96254069,96374125
PTBP2,1,96721665,96823738
DPYD,1,97077743,97921049
DPYD-AS1,1,97095923,97322955
DPYD-AS2,1,97796921,97798066
RP11-272L13.3,1,97933474,97941746
RP11-490G2.2,1,97967005,97968814
MIR137HG,1,97986740,98049863
RP5-1070A16.1,1,98210747,98272658
SNX7,1,98661701,98760500
PLPPR5,1,98890245,99005032
RP5-896L10.1,1,99004276,99148852
PLPPR4,1,99263953,99309590
RP11-413P11.1,1,99472332,99600995
PALMD,1,99645943,99694541
FRRS1,1,99708703,99766631
AGL,1,99850084,99924023
RP5-884G6.2,1,99968383,99969864
SLC35A3,1,99969789,100026979
MFSD14A,1,100038097,100083377
RP4-714D9.2,1,100057990,100084471
SASS6,1,100083563,100132955
TRMT13,1,100133150,100150497
LRRC39,1,100148449,100178273
DBT,1,100186919,100249834
RTCA-AS1,1,100264009,100266120
RTCA,1,100266207,100292769
RP5-837M10.2,1,100344477,100345242
CDC14A,1,100345025,100520277
RP5-837M10.4,1,100462399,100485997
GPR88,1,100538137,100542018
LINC01349,1,100627049,100640613
VCAM1,1,100719742,100739045
EXTL2,1,100872372,100895998
RP4-549L20.3,1,100894928,100895356
SLC30A7,1,100896076,100981753
DPH5,1,100989623,101026088
RP11-421L21.2,1,100995473,100996260
RP11-421L21.3,1,101025878,101087268
RP4-575N6.4,1,101235683,101236528
S1PR1,1,101236888,101241518
LINC01307,1,101323337,101390303
RP11-411H5.1,1,101639548,101787572
OLFM3,1,101802574,101997030
RP11-202K23.1,1,102199739,102389630
RP5-936J12.1,1,102763322,102853842
COL11A1,1,102876467,103108496
RP11-153F1.2,1,103414879,103425465
RP11-153F1.1,1,103418079,103525483
RNPC3,1,103525691,103555239
AMY2B,1,103553815,103579534
AMY2A,1,103616811,103625780
AMY1A,1,103655290,103664554
AMY1B,1,103687415,103696680
AMY1C,1,103750406,103758690
RP11-251P6.1,1,105587575,105618958
RP11-24P14.1,1,105927624,106028277
RP5-947P14.1,1,105956694,106124564
RP11-233E12.1,1,106818239,106838167
PRMT6,1,107056679,107059294
NTNG1,1,107140007,107483458
VAV3,1,107571160,107965144
VAV3-AS1,1,107964443,107994607
RP11-356N1.2,1,108040263,108076020
SLC25A24,1,108134036,108200849
RP11-483I13.5,1,108199926,108201491
NBPF4,1,108223341,108244081
RP11-483I13.2,1,108261196,108273689
NBPF6,1,108375799,108471002
RP11-131J3.1,1,108420689,108433184
FAM102B,1,108560089,108644900
HENMT1,1,108648290,108661526
PRPF38B,1,108692323,108701803
FNDC7,1,108712657,108742740
RP11-293A10.3,1,108734256,108734725
STXBP3,1,108746674,108809526
AKNAD1,1,108815898,108858228
RP11-475E11.9,1,108837660,108963484
SPATA42,1,108857217,108858524
GPSM2,1,108875350,108934545
CLCC1,1,108929508,108963457
WDR47,1,108970214,109042113
TAF13,1,109062486,109076002
RP5-1065J22.8,1,109087971,109090858
TMEM167B,1,109089803,109096934
SCARNA2,1,109100193,109100619
C1orf194,1,109105951,109113857
KIAA1324,1,109113679,109206781
SARS,1,109213918,109238169
CELSR2,1,109250019,109275750
PSRC1,1,109279556,109283186
MYBPHL,1,109292365,109307041
SORT1,1,109309568,109397951
PSMA5,1,109399031,109426427
SYPL2,1,109466628,109482137
ATXN7L2,1,109483479,109492804
CYB561D1,1,109494052,109502932
AMIGO1,1,109504175,109509738
GPR61,1,109539872,109548406
RP5-1160K1.8,1,109539906,109543837
GNAI3,1,109548611,109618321
GNAT2,1,109603267,109619929
AMPD2,1,109616104,109632051
RP5-1160K1.6,1,109628417,109630305
GSTM4,1,109656081,109674836
GSTM2,1,109668022,109709551
GSTM1,1,109687814,109709039
AC000032.2,1,109693117,109693742
GSTM5,1,109712255,109775428
RP4-735C1.4,1,109725820,109775252
GSTM3,1,109733932,109741038
EPS8L3,1,109750080,109764027
RP4-735C1.6,1,109828355,109871436
RP11-195M16.1,1,109884176,109886264
RP11-195M16.3,1,109895973,109897861
CSF1,1,109910242,109930992
AHCYL1,1,109984686,110023741
STRIP1,1,110031577,110074641
RP4-773N10.4,1,110058340,110062555
ALX3,1,110059994,110070700
LINC01397,1,110082688,110109719
UBL4B,1,110112468,110113945
SLC6A17,1,110150486,110202202
RP5-1028L10.1,1,110166186,110172489
RP5-1028L10.2,1,110177643,110178719
KCNC4-AS1,1,110208834,110209987
KCNC4,1,110211343,110283100
RP5-1074L1.1,1,110286375,110339171
RBM15,1,110338506,110346681
SLC16A4,1,110362848,110391082
RP5-1074L1.4,1,110370154,110373003
LAMTOR5,1,110401249,110407942
PROK1,1,110451200,110457354
RP11-470L19.5,1,110456505,110457354
RP11-470L19.6,1,110473943,110474980
RP11-470L19.2,1,110487680,110490258
KCNA10,1,110517251,110518838
KCNA2,1,110593580,110631474
RP11-284N8.3,1,110653560,110657040
KCNA3,1,110672465,110675033
CD53,1,110873154,110899928
RP11-96K19.2,1,110943467,110952848
LRIF1,1,110947185,110964079
RP11-96K19.5,1,110963302,110964649
DRAM2,1,111117333,111140216
CEPT1,1,111139627,111185102
RP5-1180E21.4,1,111181374,111181491
RP5-1180E21.5,1,111184415,111185061
DENND2D,1,111187174,111204535
CHI3L2,1,111200771,111243440
CHIA,1,111290862,111320566
RP5-1125M8.2,1,111317600,111323981
